project_id,defect_type,severity,location,element_type,detected_by,confidence,status
SA-R07707,Settlement Crack,Critical,Floor 4 - Zone A,Wall,Inspector,84,Verified
SA-R07707,Efflorescence,Critical,Floor 2 - Zone A,Wall,Inspector,94,Resolved
SA-R07709,Crack,Medium,Floor 2 - Zone B,Beam,Inspector,97,Resolved
SA-R07709,Settlement Crack,Critical,Floor 3 - West Wing,Foundation,Inspector,98,Verified
SA-R07709,Efflorescence,Low,Floor 2 - Zone B,Wall,Inspector,92,Verified
SA-R07711,Corrosion,Critical,Floor 1 - East Wing,Column,AI,77,InProgress
SA-R07711,Corrosion,High,Floor 1 - Zone C,Column,Inspector,85,Open
SA-R07712,Crack,High,Floor 1 - Zone C,Slab,AI,88,Verified
SA-R07712,Spalling,Critical,Floor 1 - West Wing,Column,AI,85,Resolved
SA-R07712,Efflorescence,Low,Floor 1 - West Wing,Slab,Inspector,99,Resolved
SA-R07713,Settlement Crack,Critical,Floor 6 - Zone B,Wall,AI,92,InProgress
SA-R07715,Settlement Crack,Critical,Floor 1 - Core Area,Foundation,AI,99,InProgress
SA-R07717,Corrosion,High,Floor 3 - East Wing,Beam,AI,76,Resolved
SA-R07717,Corrosion,High,Floor 1 - East Wing,Column,Inspector,87,Open
SA-R07718,Efflorescence,Critical,Floor 1 - Zone B,Slab,Inspector,97,Verified
SA-R07718,Crack,Medium,Floor 2 - West Wing,Column,AI,75,Resolved
SA-R07718,Corrosion,High,Floor 2 - East Wing,Beam,Inspector,87,Resolved
SA-R07719,Settlement Crack,High,Floor 9 - Zone A,Wall,AI,80,InProgress
SA-R07719,Crack,High,Floor 1 - Zone A,Wall,Inspector,80,InProgress
SA-R07720,Corrosion,High,Floor 2 - West Wing,Beam,Inspector,77,Verified
SA-R07720,Crack,Medium,Floor 1 - Zone B,Column,Inspector,87,Resolved
SA-R07720,Corrosion,High,Floor 1 - Zone C,Column,AI,95,Resolved
SA-R07722,Spalling,High,Floor 4 - Zone B,Slab,Inspector,92,Resolved
SA-R07722,Efflorescence,Low,Floor 3 - West Wing,Wall,AI,81,Verified
SA-R07724,Crack,Medium,Floor 4 - Zone B,Wall,Inspector,85,Open
SA-R07724,Spalling,High,Floor 3 - Zone B,Beam,Inspector,90,Open
SA-R07725,Efflorescence,Low,Floor 23 - Core Area,Wall,Inspector,88,Open
SA-R07726,Settlement Crack,High,Floor 2 - Zone B,Wall,AI,98,InProgress
SA-R07726,Efflorescence,Low,Floor 2 - Core Area,Slab,AI,91,Open
SA-R07726,Efflorescence,Low,Floor 1 - East Wing,Wall,Inspector,86,InProgress
SA-R07728,Honeycombing,Medium,Floor 1 - West Wing,Column,Inspector,85,Open
SA-R07728,Efflorescence,Low,Floor 1 - West Wing,Wall,Inspector,99,Verified
SA-R07729,Efflorescence,Low,Floor 3 - Core Area,Wall,AI,83,Open
SA-R07729,Crack,Medium,Floor 2 - West Wing,Slab,AI,89,InProgress
SA-R07731,Honeycombing,Medium,Floor 2 - Zone C,Column,Inspector,84,Verified
SA-R07731,Efflorescence,Critical,Floor 5 - Core Area,Wall,AI,98,Resolved
SA-R07732,Settlement Crack,Critical,Floor 3 - Zone C,Wall,Inspector,92,Verified
SA-R07732,Crack,Critical,Floor 3 - West Wing,Slab,AI,98,Verified
SA-R07734,Crack,Medium,Floor 2 - Zone B,Beam,AI,97,Open
SA-R07734,Efflorescence,Low,Floor 2 - Core Area,Slab,Inspector,81,Resolved
SA-R07735,Efflorescence,Low,Floor 7 - Zone A,Slab,AI,94,Verified
SA-R07736,Honeycombing,Medium,Floor 24 - Zone C,Column,Inspector,95,Resolved
SA-R07738,Efflorescence,Low,Floor 1 - Zone C,Wall,AI,76,Open
SA-R07739,Spalling,High,Floor 1 - Core Area,Slab,Inspector,92,Resolved
SA-R07742,Crack,Medium,Floor 3 - Zone B,Slab,Inspector,98,Open
SA-R07742,Efflorescence,Critical,Floor 2 - West Wing,Wall,AI,98,InProgress
SA-R07743,Settlement Crack,Critical,Floor 5 - Zone A,Foundation,Inspector,95,Open
SA-R07743,Efflorescence,Low,Floor 2 - Zone B,Wall,AI,82,Verified
SA-R07745,Efflorescence,Low,Floor 1 - West Wing,Slab,Inspector,82,Resolved
SA-R07745,Spalling,High,Floor 6 - West Wing,Slab,AI,93,Resolved
SA-R07746,Settlement Crack,Critical,Floor 3 - Zone A,Foundation,Inspector,83,Resolved
SA-R07746,Honeycombing,Medium,Floor 2 - Core Area,Wall,AI,75,Resolved
SA-R07748,Efflorescence,High,Floor 1 - Zone C,Slab,Inspector,77,Verified
SA-R07748,Corrosion,Critical,Floor 2 - West Wing,Beam,AI,90,Verified
SA-R07750,Spalling,High,Floor 2 - Zone C,Column,AI,82,Open
SA-R07750,Settlement Crack,High,Floor 2 - Zone C,Wall,AI,86,InProgress
SA-R07752,Honeycombing,Medium,Floor 2 - Zone A,Wall,Inspector,98,InProgress
SA-R07754,Honeycombing,High,Floor 9 - Core Area,Column,AI,82,InProgress
SA-R07754,Crack,Medium,Floor 2 - Zone C,Wall,AI,99,InProgress
SA-R07755,Honeycombing,High,Floor 2 - West Wing,Column,AI,75,Resolved
SA-R07756,Corrosion,Critical,Floor 2 - West Wing,Beam,Inspector,86,Verified
SA-R07756,Spalling,High,Floor 2 - Zone A,Column,AI,79,Resolved
SA-R07756,Settlement Crack,High,Floor 2 - Core Area,Wall,AI,75,Resolved
SA-R07757,Settlement Crack,Critical,Floor 22 - Core Area,Wall,Inspector,86,Resolved
SA-R07758,Honeycombing,Medium,Floor 2 - Zone A,Column,AI,95,InProgress
SA-R07759,Efflorescence,High,Floor 1 - Core Area,Wall,Inspector,76,Verified
SA-R07759,Corrosion,Critical,Floor 1 - Zone A,Column,Inspector,92,Resolved
SA-R07759,Crack,Medium,Floor 1 - Core Area,Wall,AI,75,Open
SA-R07761,Honeycombing,Medium,Floor 3 - Zone C,Column,Inspector,95,Verified
SA-R07761,Corrosion,High,Floor 1 - West Wing,Beam,AI,99,Resolved
SA-R07761,Settlement Crack,Critical,Floor 2 - Zone B,Wall,AI,94,Verified
SA-R07763,Settlement Crack,Critical,Floor 5 - Core Area,Foundation,Inspector,80,Open
SA-R07765,Settlement Crack,Critical,Floor 1 - Zone C,Wall,Inspector,89,Open
SA-R07766,Corrosion,High,Floor 3 - East Wing,Column,AI,76,InProgress
SA-R07766,Honeycombing,Critical,Floor 1 - Zone B,Wall,Inspector,94,Verified
SA-R07766,Spalling,High,Floor 3 - Zone B,Beam,Inspector,83,Resolved
SA-R07768,Efflorescence,High,Floor 8 - East Wing,Wall,AI,88,InProgress
SA-R07768,Honeycombing,Medium,Floor 4 - Core Area,Beam,Inspector,93,Verified
SA-R07769,Efflorescence,Low,Floor 4 - Zone B,Slab,Inspector,82,InProgress
SA-R07769,Crack,Medium,Floor 3 - Zone B,Column,AI,80,Open
SA-R07770,Settlement Crack,Critical,Floor 3 - Core Area,Foundation,AI,97,Open
SA-R07770,Settlement Crack,Critical,Floor 2 - Zone C,Wall,AI,84,Verified
SA-R07770,Spalling,High,Floor 2 - East Wing,Column,AI,82,Resolved
SA-R07771,Spalling,High,Floor 1 - Zone A,Beam,AI,91,InProgress
SA-R07771,Corrosion,High,Floor 5 - Zone B,Beam,Inspector,76,Verified
SA-R07772,Settlement Crack,High,Floor 5 - Zone C,Foundation,Inspector,86,Verified
SA-R07772,Spalling,High,Floor 6 - Core Area,Slab,Inspector,95,Open
SA-R07772,Corrosion,Critical,Floor 3 - East Wing,Column,AI,89,Resolved
SA-R07776,Corrosion,High,Floor 3 - Zone A,Foundation,Inspector,79,Verified
SA-R07776,Honeycombing,Critical,Floor 2 - Zone B,Beam,AI,79,Resolved
SA-R07777,Crack,Medium,Floor 4 - East Wing,Beam,Inspector,87,Resolved
SA-R07778,Efflorescence,Low,Floor 2 - West Wing,Slab,AI,80,Verified
SA-R07779,Efflorescence,Critical,Floor 3 - Zone C,Wall,Inspector,84,Resolved
SA-R07779,Spalling,High,Floor 1 - Zone C,Column,Inspector,93,Open
SA-R07779,Efflorescence,High,Floor 3 - East Wing,Wall,AI,90,InProgress
SA-R07780,Honeycombing,Medium,Floor 2 - West Wing,Beam,Inspector,89,Open
SA-R07781,Spalling,High,Floor 4 - Zone A,Slab,Inspector,75,Open
SA-R07781,Spalling,Critical,Floor 2 - East Wing,Beam,Inspector,75,Verified
SA-R07781,Corrosion,Critical,Floor 12 - East Wing,Beam,AI,82,Resolved
SA-R07783,Honeycombing,Medium,Floor 4 - Zone C,Column,AI,91,InProgress
SA-R07783,Honeycombing,Medium,Floor 1 - West Wing,Beam,Inspector,77,Resolved
SA-R07784,Spalling,High,Floor 4 - Zone A,Beam,Inspector,77,Resolved
SA-R07784,Spalling,Critical,Floor 6 - East Wing,Column,AI,90,Open
SA-R07785,Efflorescence,Low,Floor 1 - Core Area,Slab,AI,76,Open
SA-R07785,Honeycombing,Medium,Floor 2 - Zone A,Column,AI,85,Resolved
SA-R07785,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,Inspector,81,InProgress
SA-R07786,Spalling,High,Floor 5 - West Wing,Slab,Inspector,92,Resolved
SA-R07786,Settlement Crack,Critical,Floor 7 - Zone A,Foundation,AI,80,Open
SA-R07788,Settlement Crack,High,Floor 5 - East Wing,Foundation,AI,76,InProgress
SA-R07789,Efflorescence,Low,Floor 2 - Zone C,Wall,AI,89,InProgress
SA-R07790,Settlement Crack,Critical,Floor 1 - Zone C,Foundation,AI,87,Resolved
SA-R07792,Efflorescence,Low,Floor 5 - West Wing,Slab,Inspector,96,Resolved
SA-R07792,Corrosion,High,Floor 3 - Core Area,Beam,AI,87,InProgress
SA-R07793,Honeycombing,Medium,Floor 7 - Zone B,Wall,Inspector,85,InProgress
SA-R07793,Spalling,High,Floor 3 - West Wing,Beam,AI,95,InProgress
SA-R07793,Settlement Crack,Critical,Floor 5 - Core Area,Foundation,Inspector,95,Resolved
SA-R07794,Efflorescence,Low,Floor 1 - Zone A,Slab,Inspector,94,Verified
SA-R07794,Efflorescence,Critical,Floor 1 - West Wing,Wall,AI,97,Open
SA-R07796,Crack,Critical,Floor 4 - Zone C,Wall,Inspector,78,InProgress
SA-R07796,Crack,Medium,Floor 1 - East Wing,Column,Inspector,75,InProgress
SA-R07797,Corrosion,High,Floor 3 - Zone C,Foundation,Inspector,99,Open
SA-R07797,Corrosion,High,Floor 2 - Zone C,Beam,Inspector,80,Verified
SA-R07798,Spalling,High,Floor 3 - Zone C,Column,Inspector,88,Verified
SA-R07799,Corrosion,High,Floor 1 - East Wing,Beam,Inspector,99,Verified
SA-R07799,Spalling,High,Floor 1 - Zone A,Slab,Inspector,88,InProgress
SA-R07800,Honeycombing,High,Floor 3 - Zone A,Column,Inspector,76,Open
SA-R07800,Spalling,High,Floor 3 - Core Area,Slab,AI,90,Resolved
SA-R07802,Crack,High,Floor 33 - West Wing,Slab,Inspector,91,Resolved
SA-R07802,Corrosion,High,Floor 17 - Zone C,Foundation,AI,98,InProgress
SA-R07802,Crack,Medium,Floor 30 - East Wing,Slab,Inspector,86,Open
SA-R07803,Crack,Medium,Floor 1 - West Wing,Beam,AI,93,InProgress
SA-R07804,Spalling,High,Floor 4 - East Wing,Column,AI,93,Open
SA-R07804,Efflorescence,Low,Floor 8 - East Wing,Wall,Inspector,93,Open
SA-R07807,Crack,High,Floor 3 - Core Area,Wall,Inspector,89,InProgress
SA-R07807,Settlement Crack,Critical,Floor 3 - East Wing,Wall,Inspector,78,Verified
SA-R07807,Crack,High,Floor 2 - East Wing,Wall,Inspector,75,Verified
SA-R07808,Efflorescence,Low,Floor 2 - Zone A,Slab,AI,87,Open
SA-R07809,Settlement Crack,Critical,Floor 32 - West Wing,Wall,AI,95,Verified
SA-R07809,Crack,Medium,Floor 8 - West Wing,Column,Inspector,77,Resolved
SA-R07809,Settlement Crack,High,Floor 35 - East Wing,Foundation,Inspector,90,Open
SA-R07812,Crack,Medium,Floor 2 - East Wing,Beam,Inspector,93,Open
SA-R07812,Honeycombing,Medium,Floor 2 - Zone B,Beam,AI,98,Verified
SA-R07813,Corrosion,High,Floor 3 - Zone C,Beam,AI,75,InProgress
SA-R07814,Efflorescence,Low,Floor 2 - Core Area,Wall,AI,83,Resolved
SA-R07814,Efflorescence,High,Floor 1 - Core Area,Slab,AI,89,Verified
SA-R07814,Efflorescence,Low,Floor 2 - West Wing,Slab,Inspector,79,Resolved
SA-R07815,Corrosion,High,Floor 1 - West Wing,Column,AI,84,Open
SA-R07815,Corrosion,High,Floor 2 - Zone A,Foundation,AI,78,Open
SA-R07815,Efflorescence,Low,Floor 2 - Zone B,Slab,AI,82,Open
SA-R07816,Settlement Crack,Critical,Floor 20 - Core Area,Foundation,Inspector,95,Verified
SA-R07816,Crack,Critical,Floor 11 - Zone C,Wall,AI,99,Resolved
SA-R07816,Settlement Crack,Critical,Floor 28 - Core Area,Wall,Inspector,76,Resolved
SA-R07817,Efflorescence,Low,Floor 1 - Core Area,Slab,Inspector,85,Open
SA-R07817,Spalling,High,Floor 1 - Core Area,Beam,AI,77,Resolved
SA-R07817,Crack,Medium,Floor 2 - West Wing,Beam,AI,89,Resolved
SA-R07818,Spalling,High,Floor 4 - Zone A,Column,Inspector,77,Verified
SA-R07818,Honeycombing,Medium,Floor 1 - West Wing,Wall,AI,85,Verified
SA-R07818,Honeycombing,Medium,Floor 3 - Zone A,Wall,Inspector,97,Open
SA-R07819,Honeycombing,Medium,Floor 3 - Zone C,Wall,Inspector,99,Resolved
SA-R07820,Corrosion,High,Floor 3 - Zone C,Foundation,Inspector,95,Resolved
SA-R07822,Spalling,High,Floor 3 - East Wing,Slab,Inspector,96,InProgress
SA-R07822,Efflorescence,Low,Floor 1 - Zone B,Slab,Inspector,83,InProgress
SA-R07823,Settlement Crack,Critical,Floor 3 - Zone B,Wall,Inspector,88,Open
SA-R07823,Efflorescence,Low,Floor 2 - Zone C,Wall,AI,97,Verified
SA-R07825,Efflorescence,Low,Floor 1 - Zone B,Wall,AI,98,InProgress
SA-R07825,Efflorescence,High,Floor 5 - Zone A,Slab,Inspector,77,Verified
SA-R07825,Corrosion,High,Floor 1 - Zone B,Column,Inspector,99,Open
SA-R07826,Settlement Crack,Critical,Floor 11 - West Wing,Foundation,AI,89,Open
SA-R07826,Settlement Crack,Critical,Floor 4 - Core Area,Foundation,Inspector,90,InProgress
SA-R07826,Crack,Critical,Floor 10 - West Wing,Column,Inspector,79,Resolved
SA-R07827,Crack,Medium,Floor 1 - Zone A,Slab,Inspector,86,Verified
SA-R07827,Crack,Medium,Floor 9 - Zone B,Beam,AI,85,Verified
SA-R07827,Spalling,High,Floor 13 - Zone A,Slab,AI,89,InProgress
SA-R07828,Spalling,High,Floor 2 - Zone A,Slab,AI,85,Resolved
SA-R07830,Settlement Crack,Critical,Floor 7 - Core Area,Wall,Inspector,80,Resolved
SA-R07830,Spalling,High,Floor 5 - East Wing,Column,Inspector,93,Verified
SA-R07830,Crack,Critical,Floor 2 - West Wing,Wall,AI,82,InProgress
SA-R07833,Honeycombing,High,Floor 3 - Zone C,Column,Inspector,91,InProgress
SA-R07833,Efflorescence,Critical,Floor 8 - Zone C,Wall,Inspector,93,Resolved
SA-R07833,Spalling,High,Floor 5 - Zone A,Slab,AI,86,Open
SA-R07834,Honeycombing,Medium,Floor 1 - Zone A,Column,Inspector,87,Resolved
SA-R07834,Corrosion,High,Floor 3 - East Wing,Foundation,Inspector,88,Resolved
SA-R07834,Corrosion,High,Floor 5 - Zone C,Beam,Inspector,85,InProgress
SA-R07838,Corrosion,High,Floor 3 - Zone C,Foundation,Inspector,89,Open
SA-R07838,Efflorescence,High,Floor 2 - Zone C,Wall,Inspector,95,Open
SA-R07838,Spalling,High,Floor 3 - East Wing,Beam,AI,94,Open
SA-R07840,Crack,Medium,Floor 2 - Core Area,Wall,Inspector,80,Resolved
SA-R07840,Efflorescence,Low,Floor 3 - Core Area,Wall,Inspector,85,InProgress
SA-R07842,Honeycombing,Critical,Floor 3 - Zone C,Wall,Inspector,95,Open
SA-R07842,Spalling,High,Floor 1 - Zone A,Slab,AI,97,Resolved
SA-R07842,Corrosion,High,Floor 3 - West Wing,Foundation,AI,89,Open
SA-R07845,Crack,Critical,Floor 2 - Zone C,Slab,AI,90,Resolved
SA-R07846,Spalling,High,Floor 3 - Zone B,Beam,Inspector,98,Verified
SA-R07846,Crack,Critical,Floor 1 - East Wing,Slab,AI,83,Resolved
SA-R07846,Efflorescence,Low,Floor 2 - East Wing,Slab,Inspector,93,Resolved
SA-R07847,Honeycombing,Medium,Floor 1 - West Wing,Wall,AI,90,Open
SA-R07847,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,Inspector,87,Verified
SA-R07848,Settlement Crack,High,Floor 1 - Core Area,Wall,AI,76,InProgress
SA-R07848,Settlement Crack,High,Floor 1 - Core Area,Wall,AI,99,Resolved
SA-R07849,Spalling,High,Floor 1 - Zone B,Slab,Inspector,95,Verified
SA-R07849,Crack,Medium,Floor 1 - Core Area,Slab,AI,94,InProgress
SA-R07850,Honeycombing,High,Floor 1 - Zone A,Wall,AI,79,InProgress
SA-R07850,Settlement Crack,Critical,Floor 1 - West Wing,Wall,Inspector,91,InProgress
SA-R07850,Efflorescence,Low,Floor 3 - Core Area,Slab,Inspector,80,Resolved
SA-R07851,Efflorescence,Critical,Floor 4 - West Wing,Wall,Inspector,86,Verified
SA-R07851,Efflorescence,High,Floor 5 - East Wing,Wall,AI,83,Verified
SA-R07853,Crack,Medium,Floor 7 - Zone A,Wall,Inspector,92,Verified
SA-R07853,Corrosion,Critical,Floor 1 - Zone C,Beam,Inspector,95,Resolved
SA-R07853,Spalling,High,Floor 7 - West Wing,Beam,Inspector,82,Verified
SA-R07854,Honeycombing,Medium,Floor 3 - Zone B,Column,AI,98,Verified
SA-R07854,Honeycombing,High,Floor 2 - West Wing,Wall,AI,98,Resolved
SA-R07854,Honeycombing,Medium,Floor 2 - Zone A,Column,Inspector,83,Verified
SA-R07855,Honeycombing,Medium,Floor 2 - Zone A,Column,Inspector,77,Open
SA-R07856,Crack,Medium,Floor 2 - Zone B,Column,Inspector,90,Verified
SA-R07857,Honeycombing,Medium,Floor 3 - Zone A,Wall,Inspector,84,Open
SA-R07857,Efflorescence,High,Floor 7 - Core Area,Slab,Inspector,84,Verified
SA-R07857,Spalling,High,Floor 4 - Zone C,Column,Inspector,83,InProgress
SA-R07859,Honeycombing,High,Floor 1 - Core Area,Wall,Inspector,86,Resolved
SA-R07859,Spalling,High,Floor 1 - Zone B,Slab,Inspector,78,Verified
SA-R07859,Corrosion,High,Floor 1 - Zone B,Foundation,Inspector,87,Verified
SA-R07860,Spalling,High,Floor 9 - East Wing,Column,AI,99,InProgress
SA-R07861,Crack,Medium,Floor 3 - Core Area,Wall,AI,94,Resolved
SA-R07861,Efflorescence,Low,Floor 4 - Zone A,Wall,AI,99,Resolved
SA-R07863,Settlement Crack,Critical,Floor 2 - East Wing,Wall,AI,97,Verified
SA-R07863,Efflorescence,Low,Floor 1 - Zone A,Wall,AI,88,Resolved
SA-R07863,Efflorescence,Critical,Floor 4 - Zone A,Slab,Inspector,94,Resolved
SA-R07865,Settlement Crack,Critical,Floor 2 - Zone A,Foundation,AI,80,Resolved
SA-R07865,Settlement Crack,Critical,Floor 2 - West Wing,Wall,Inspector,99,Open
SA-R07866,Efflorescence,Low,Floor 1 - Zone A,Slab,AI,91,InProgress
SA-R07867,Crack,High,Floor 6 - Zone B,Slab,AI,86,Open
SA-R07867,Spalling,High,Floor 8 - Zone A,Beam,AI,90,Resolved
SA-R07867,Efflorescence,Critical,Floor 1 - Core Area,Wall,AI,83,Resolved
SA-R07868,Spalling,High,Floor 1 - Zone A,Column,Inspector,94,InProgress
SA-R07869,Crack,Medium,Floor 1 - West Wing,Beam,AI,88,InProgress
SA-R07869,Efflorescence,Low,Floor 3 - Zone A,Slab,Inspector,96,Resolved
SA-R07869,Corrosion,High,Floor 3 - Zone B,Beam,Inspector,94,Verified
SA-R07871,Spalling,High,Floor 2 - Zone C,Column,Inspector,95,Verified
SA-R07871,Corrosion,High,Floor 1 - Zone B,Column,AI,86,Verified
SA-R07871,Corrosion,Critical,Floor 1 - West Wing,Column,AI,80,Resolved
SA-R07872,Efflorescence,High,Floor 1 - East Wing,Wall,Inspector,83,InProgress
SA-R07872,Corrosion,High,Floor 2 - Core Area,Foundation,AI,85,Open
SA-R07873,Efflorescence,Critical,Floor 11 - Core Area,Slab,Inspector,92,Verified
SA-R07873,Honeycombing,Medium,Floor 7 - East Wing,Beam,Inspector,90,Open
SA-R07874,Corrosion,High,Floor 2 - East Wing,Beam,AI,93,Open
SA-R07877,Crack,Critical,Floor 8 - Zone B,Slab,Inspector,99,Resolved
SA-R07878,Crack,Critical,Floor 1 - Zone A,Column,AI,79,Open
SA-R07879,Efflorescence,Low,Floor 2 - Core Area,Wall,Inspector,90,Verified
SA-R07879,Efflorescence,Low,Floor 4 - Zone A,Slab,Inspector,84,Resolved
SA-R07879,Crack,Critical,Floor 1 - West Wing,Column,Inspector,82,InProgress
SA-R07880,Settlement Crack,Critical,Floor 1 - East Wing,Wall,AI,98,Verified
SA-R07880,Honeycombing,Medium,Floor 1 - Zone C,Column,Inspector,97,InProgress
SA-R07880,Corrosion,High,Floor 1 - Zone B,Column,Inspector,88,Resolved
SA-R07882,Efflorescence,Low,Floor 1 - Zone A,Wall,Inspector,85,Verified
SA-R07882,Spalling,High,Floor 1 - Zone A,Slab,AI,85,Resolved
SA-R07882,Settlement Crack,Critical,Floor 1 - East Wing,Wall,AI,76,Resolved
SA-R07884,Honeycombing,Medium,Floor 8 - Zone B,Beam,Inspector,99,Open
SA-R07885,Efflorescence,Low,Floor 5 - Core Area,Slab,Inspector,95,InProgress
SA-R07885,Corrosion,High,Floor 6 - Zone B,Beam,Inspector,92,Open
SA-R07886,Crack,High,Floor 1 - East Wing,Wall,Inspector,86,InProgress
SA-R07887,Settlement Crack,Critical,Floor 1 - Core Area,Wall,AI,93,Resolved
SA-R07887,Crack,Medium,Floor 1 - Zone B,Wall,AI,85,InProgress
SA-R07887,Spalling,Critical,Floor 1 - Zone A,Beam,Inspector,97,Resolved
SA-R07888,Spalling,High,Floor 3 - Core Area,Beam,AI,78,Verified
SA-R07889,Efflorescence,Low,Floor 3 - East Wing,Wall,Inspector,88,Verified
SA-R07890,Spalling,High,Floor 4 - Zone A,Beam,AI,84,Verified
SA-R07890,Efflorescence,High,Floor 5 - Core Area,Wall,AI,80,Resolved
SA-R07891,Settlement Crack,Critical,Floor 2 - Zone A,Wall,AI,92,Resolved
SA-R07892,Spalling,High,Floor 2 - West Wing,Slab,AI,95,Verified
SA-R07892,Spalling,Critical,Floor 5 - West Wing,Column,Inspector,85,Open
SA-R07893,Settlement Crack,Critical,Floor 2 - Core Area,Foundation,Inspector,97,Resolved
SA-R07894,Spalling,High,Floor 24 - West Wing,Slab,AI,79,Verified
SA-R07894,Efflorescence,High,Floor 25 - East Wing,Wall,AI,94,InProgress
SA-R07894,Crack,Medium,Floor 10 - Zone A,Column,AI,78,Open
SA-R07895,Spalling,High,Floor 1 - Zone C,Column,AI,80,Open
SA-R07896,Corrosion,High,Floor 7 - Zone A,Foundation,AI,98,Verified
SA-R07896,Settlement Crack,Critical,Floor 3 - Core Area,Foundation,Inspector,86,InProgress
SA-R07896,Efflorescence,Critical,Floor 12 - Core Area,Wall,AI,93,Resolved
SA-R07898,Spalling,High,Floor 4 - Core Area,Slab,AI,84,InProgress
SA-R07899,Settlement Crack,Critical,Floor 5 - Zone C,Wall,Inspector,77,Verified
SA-R07899,Efflorescence,High,Floor 7 - Zone A,Wall,AI,77,Resolved
SA-R07899,Spalling,High,Floor 10 - Core Area,Slab,AI,92,Verified
SA-R07900,Spalling,High,Floor 4 - East Wing,Beam,AI,86,InProgress
SA-R07900,Spalling,Critical,Floor 2 - East Wing,Beam,AI,97,Open
SA-R07900,Crack,Medium,Floor 2 - Core Area,Column,AI,96,Verified
SA-R07901,Corrosion,High,Floor 1 - West Wing,Beam,AI,83,Resolved
SA-R07902,Spalling,High,Floor 4 - Zone C,Beam,Inspector,87,Verified
SA-R07903,Spalling,High,Floor 4 - West Wing,Slab,Inspector,80,Verified
SA-R07904,Spalling,High,Floor 5 - Zone A,Column,AI,89,Verified
SA-R07904,Corrosion,High,Floor 5 - Zone C,Foundation,Inspector,95,Open
SA-R07904,Honeycombing,Medium,Floor 6 - Core Area,Beam,Inspector,79,Resolved
SA-R07905,Honeycombing,Critical,Floor 10 - East Wing,Wall,AI,82,Verified
SA-R07905,Corrosion,High,Floor 15 - Zone A,Foundation,Inspector,81,Verified
SA-R07905,Crack,Medium,Floor 34 - Zone C,Wall,Inspector,93,Verified
SA-R07907,Settlement Crack,Critical,Floor 7 - West Wing,Wall,AI,77,Verified
SA-R07908,Crack,Medium,Floor 8 - Core Area,Slab,AI,86,Verified
SA-R07909,Efflorescence,Low,Floor 39 - Core Area,Wall,Inspector,99,Resolved
SA-R07909,Honeycombing,Medium,Floor 37 - Zone B,Beam,Inspector,85,Verified
SA-R07909,Efflorescence,Low,Floor 19 - East Wing,Wall,AI,85,InProgress
SA-R07910,Honeycombing,High,Floor 8 - Core Area,Column,Inspector,96,InProgress
SA-R07912,Settlement Crack,Critical,Floor 3 - Zone B,Wall,Inspector,96,InProgress
SA-R07913,Crack,Medium,Floor 1 - Zone C,Column,AI,93,Verified
SA-R07913,Spalling,Critical,Floor 2 - Zone A,Beam,Inspector,89,Open
SA-R07914,Corrosion,High,Floor 5 - East Wing,Column,AI,89,Open
SA-R07914,Efflorescence,High,Floor 1 - Zone A,Wall,Inspector,95,Resolved
SA-R07915,Spalling,High,Floor 11 - East Wing,Column,Inspector,79,Verified
SA-R07915,Settlement Crack,Critical,Floor 2 - West Wing,Foundation,AI,81,InProgress
SA-R07915,Honeycombing,Medium,Floor 23 - Zone C,Beam,Inspector,82,Open
SA-R07916,Settlement Crack,Critical,Floor 2 - East Wing,Wall,AI,79,Resolved
SA-R07917,Settlement Crack,Critical,Floor 2 - Zone C,Wall,Inspector,81,InProgress
SA-R07919,Crack,Medium,Floor 1 - East Wing,Slab,Inspector,92,Open
SA-R07920,Settlement Crack,Critical,Floor 3 - Zone A,Wall,AI,77,InProgress
SA-R07920,Corrosion,Critical,Floor 1 - West Wing,Foundation,Inspector,93,Verified
SA-R07920,Settlement Crack,Critical,Floor 3 - East Wing,Foundation,AI,99,Verified
SA-R07925,Spalling,Critical,Floor 1 - Zone B,Beam,AI,75,InProgress
SA-R07926,Spalling,Critical,Floor 3 - East Wing,Slab,Inspector,94,InProgress
SA-R07927,Spalling,Critical,Floor 33 - West Wing,Column,AI,92,Resolved
SA-R07929,Settlement Crack,Critical,Floor 3 - Zone B,Foundation,Inspector,99,InProgress
SA-R07929,Corrosion,Critical,Floor 1 - Zone A,Column,Inspector,86,Open
SA-R07929,Crack,High,Floor 1 - Zone A,Slab,AI,79,Verified
SA-R07931,Crack,Medium,Floor 1 - Zone A,Beam,Inspector,80,InProgress
SA-R07931,Honeycombing,Medium,Floor 1 - Zone A,Column,Inspector,77,Resolved
SA-R07931,Crack,Medium,Floor 1 - East Wing,Slab,AI,80,Open
SA-R07932,Corrosion,High,Floor 2 - Zone B,Beam,AI,99,Resolved
SA-R07932,Efflorescence,Low,Floor 1 - East Wing,Slab,AI,85,Open
SA-R07933,Crack,Medium,Floor 1 - East Wing,Column,AI,87,Open
SA-R07934,Spalling,High,Floor 1 - West Wing,Beam,Inspector,91,Open
SA-R07934,Honeycombing,High,Floor 1 - Zone C,Column,Inspector,93,Open
SA-R07934,Spalling,High,Floor 1 - West Wing,Slab,AI,83,InProgress
