project_id,item_code,description_ar,category,unit,quantity,unit_price_sar,confidence,waste_factor
SA-R06703,08DO,Wooden door,Doors,no,6305.95,1089.72,98,0.02
SA-R06703,09CO,Reinforced concrete (RC) foundations,Concrete,m3,1226.94,395.35,76,0.05
SA-R06703,10FI,Smoke detector,FireFighting,no,2839.3,288.2,88,0.03
SA-R06703,11EA,Trench excavation,EarthWork,m3,2364.18,21.01,88,0.05
SA-R06704,01CE,Wall tiles,Ceramic,m2,3102.09,65.03,88,0.1
SA-R06704,02EL,Passenger elevator 6 stop,Elevator,no,6115.35,245705.71,81,0.01
SA-R06704,03HV,Ducted AC,HVAC,no,1608.06,2548.16,78,0.03
SA-R06704,04PA,Oil paint external,Paint,m2,5624.48,17.71,81,0.1
SA-R06704,05CO,RC slabs,Concrete,m3,5449.1,461.06,92,0.05
SA-R06704,06EA,Trench excavation,EarthWork,m3,4935.88,25.49,89,0.05
SA-R06705,01EL,Wire 4mm,Electrical,no,7410.99,79.74,95,0.05
SA-R06705,02PL,Cement plaster external,Plaster,m2,9371.61,28.41,79,0.1
SA-R06705,03CE,Skirting,Ceramic,m2,6657.31,57.45,76,0.1
SA-R06705,04EL,Freight elevator,Elevator,no,9067.34,243895.15,96,0.01
SA-R06705,05BL,Hollow concrete blocks 15cm,Block,m2,7433.01,41.07,81,0.06
SA-R06705,06HV,Split AC unit,HVAC,no,11828.99,2446.16,76,0.03
SA-R06705,07DO,UPVC door,Doors,no,7918.31,1149.93,91,0.02
SA-R06706,01CE,Skirting,Ceramic,m2,546.36,56.77,84,0.1
SA-R06706,02BL,Concrete bricks,Block,m2,202.34,36.3,78,0.06
SA-R06706,03HV,Diffuser,HVAC,no,116.94,2135.15,78,0.03
SA-R06706,04EL,Passenger elevator 10 stop,Elevator,no,737.61,222580.81,96,0.01
SA-R06706,05EL,Wire 6mm,Electrical,no,315.27,71.61,81,0.05
SA-R06706,06DO,UPVC door,Doors,no,556.58,1026.14,83,0.02
SA-R06706,07MA,Granite countertop,Marble,m2,667.54,161.58,90,0.08
SA-R06706,08WI,Glass partition,Windows,m2,220.54,658.24,91,0.05
SA-R06706,09EA,Excavation for foundations,EarthWork,m3,648.86,21.44,86,0.05
SA-R06706,10PL,Grey water pipe,Plumbing,no,497.27,107.2,98,0.05
SA-R06706,11WA,Water stop,Waterproofing,m2,572.68,49.16,80,0.08
SA-R06707,01CO,Plain concrete (PC),Concrete,m3,48986.05,390.28,99,0.05
SA-R06707,02BL,AAC blocks,Block,m2,57025.09,36.8,83,0.06
SA-R06707,03PA,Oil paint external,Paint,m2,54415.51,16.56,75,0.1
SA-R06707,04PL,Sanitary fitting,Plumbing,no,53760.32,108.67,75,0.05
SA-R06707,05FI,Fire alarm panel,FireFighting,no,44825.07,301.11,79,0.03
SA-R06707,06CE,Skirting,Ceramic,m2,17813.93,58.7,88,0.1
SA-R06707,07HV,Air handling unit,HVAC,no,43686.32,2160.68,76,0.03
SA-R06707,08WA,Polymer waterproofing,Waterproofing,m2,20226.33,51.15,97,0.08
SA-R06708,01EL,Passenger elevator 6 stop,Elevator,no,5355.16,244060.8,79,0.01
SA-R06708,02CO,Reinforced concrete (RC) foundations,Concrete,m3,6286.72,424.96,75,0.05
SA-R06708,03PL,Cement plaster external,Plaster,m2,2917.73,24.83,96,0.1
SA-R06708,04WI,Aluminum window sliding,Windows,m2,7907.39,669.79,93,0.05
SA-R06708,05EA,Excavation for foundations,EarthWork,m3,4212.28,24.31,94,0.05
SA-R06708,06RE,Steel reinforcement 60ksi,Reinforcement,ton,8226.81,3646.13,87,0.07
SA-R06708,07HV,Air handling unit,HVAC,no,2336.27,2419.39,97,0.03
SA-R06708,08CE,Porcelain tiles 60x60,Ceramic,m2,4527.98,57.23,92,0.1
SA-R06708,09PA,Anti-mold paint,Paint,m2,8036.71,15.89,82,0.1
SA-R06708,10PL,Grey water pipe,Plumbing,no,2157.8,113.07,81,0.05
SA-R06708,11DO,UPVC door,Doors,no,2026.46,1111.5,97,0.02
SA-R06709,01PA,Emulsion paint internal,Paint,m2,884.3,15.98,79,0.1
SA-R06709,02BL,Hollow concrete blocks 15cm,Block,m2,499.87,35.08,92,0.06
SA-R06709,03RE,Steel mesh,Reinforcement,ton,1106.74,3297.21,91,0.07
SA-R06709,04CO,Reinforced concrete (RC) foundations,Concrete,m3,1141.86,436.68,82,0.05
SA-R06709,05PL,Water heater,Plumbing,no,1434.84,103.64,87,0.05
SA-R06709,06PL,Gypsum plaster,Plaster,m2,1355.48,24.86,81,0.1
SA-R06709,07EA,Trench excavation,EarthWork,m3,1189.79,22.33,78,0.05
SA-R06709,08DO,Wooden door,Doors,no,284.91,1103.42,97,0.02
SA-R06709,09CE,Ceramic tiles 40x40,Ceramic,m2,633.46,56.49,88,0.1
SA-R06709,10MA,Marble flooring,Marble,m2,486.7,167.44,96,0.08
SA-R06709,11WI,Curtain wall,Windows,m2,597.92,628.26,89,0.05
SA-R06709,12WA,Liquid membrane,Waterproofing,m2,789.83,48.2,92,0.08
SA-R06710,01PA,Emulsion paint internal,Paint,m2,313.92,14.78,87,0.1
SA-R06710,02EA,Soil compaction,EarthWork,m3,1119.5,21.27,94,0.05
SA-R06710,03CE,Porcelain tiles 60x60,Ceramic,m2,1108.99,55.86,98,0.1
SA-R06710,04CO,RC beams,Concrete,m3,754.31,361.88,89,0.05
SA-R06710,05EL,Passenger elevator 6 stop,Elevator,no,464.76,213293.67,96,0.01
SA-R06710,06PL,Pump set,Plumbing,no,1271.61,102.94,86,0.05
SA-R06710,07HV,Air handling unit,HVAC,no,1336.98,2133.18,83,0.03
SA-R06710,08BL,Hollow concrete blocks 10cm,Block,m2,1066.15,37.48,75,0.06
SA-R06710,09EL,MCB,Electrical,no,793.7,73.51,76,0.05
SA-R06710,10PL,Cement plaster internal,Plaster,m2,428.69,23.71,95,0.1
SA-R06711,01FI,Fire hose cabinet,FireFighting,no,468.99,266.2,91,0.03
SA-R06711,02BL,Hollow concrete blocks 20cm,Block,m2,268.81,30.47,92,0.06
SA-R06711,03RE,Steel reinforcement 60ksi,Reinforcement,ton,470.74,3072.18,81,0.07
SA-R06711,04PL,Scratch coat,Plaster,m2,332.66,21.67,78,0.1
SA-R06711,05DO,Wooden door,Doors,no,443.02,904.39,99,0.02
SA-R06711,06CE,Porcelain tiles 60x60,Ceramic,m2,411.37,52.43,95,0.1
SA-R06711,07PL,Copper pipe 15mm,Plumbing,no,212.12,97.89,96,0.05
SA-R06711,08CO,Lightweight concrete screed,Concrete,m3,154.29,341.34,83,0.05
SA-R06711,09EA,Backfilling,EarthWork,m3,224.57,19.32,93,0.05
SA-R06711,10MA,Granite countertop,Marble,m2,481.8,146.31,94,0.08
SA-R06711,11EL,MCB,Electrical,no,129.72,66.78,75,0.05
SA-R06711,12WA,Polymer waterproofing,Waterproofing,m2,99.56,43.15,97,0.08
SA-R06712,01EA,Soil compaction,EarthWork,m3,10233.68,20.78,94,0.05
SA-R06712,02CE,Wall tiles,Ceramic,m2,4967.75,58.72,77,0.1
SA-R06712,03PL,Cement plaster external,Plaster,m2,5545.37,25.19,93,0.1
SA-R06712,04HV,Split AC unit,HVAC,no,5382.03,2171.42,88,0.03
SA-R06712,05PL,Floor drain,Plumbing,no,10110.33,106.86,93,0.05
SA-R06712,06EL,Freight elevator,Elevator,no,8014.59,220958.66,95,0.01
SA-R06713,01DO,UPVC door,Doors,no,13099.35,1050.95,92,0.02
SA-R06713,02PA,Textured paint,Paint,m2,27596.55,14.64,89,0.1
SA-R06713,03PL,PVC pipe 110mm,Plumbing,no,18285.45,98.73,78,0.05
SA-R06713,04MA,Marble cladding,Marble,m2,13170.78,156.33,85,0.08
SA-R06713,05EL,DB panel,Electrical,no,10403.78,69.65,85,0.05
SA-R06714,01PL,Water tank GRP,Plumbing,no,2994.69,98.2,78,0.05
SA-R06714,02PL,Cement plaster internal,Plaster,m2,6364.59,22.64,87,0.1
SA-R06714,03EA,Site grading,EarthWork,m3,6510.04,20.59,80,0.05
SA-R06714,04EL,Passenger elevator 6 stop,Elevator,no,4667.42,203606.91,92,0.01
SA-R06714,05FI,Fire extinguisher,FireFighting,no,5057.63,297.57,93,0.03
SA-R06714,06HV,Air handling unit,HVAC,no,5425.33,1906.88,75,0.03
SA-R06714,07CE,Porcelain tiles 60x60,Ceramic,m2,7722.26,51.84,75,0.1
SA-R06714,08BL,AAC blocks,Block,m2,2347.54,34.64,79,0.06
SA-R06714,09DO,UPVC door,Doors,no,5343.91,1031.48,82,0.02
SA-R06714,10WA,Liquid membrane,Waterproofing,m2,2294.47,46.25,75,0.08
SA-R06714,11EL,Switch socket,Electrical,no,3582.43,71.94,80,0.05
SA-R06714,12CO,RC columns,Concrete,m3,3669.89,348.41,76,0.05
SA-R06715,01BL,AAC blocks,Block,m2,3407.72,33.26,86,0.06
SA-R06715,02EL,Freight elevator,Elevator,no,6187.15,206516.46,78,0.01
SA-R06715,03WA,Liquid membrane,Waterproofing,m2,1878.11,44.21,83,0.08
SA-R06715,04FI,Fire alarm panel,FireFighting,no,4178.49,297.9,98,0.03
SA-R06715,05RE,Tie wire,Reinforcement,ton,5866.6,3026.78,95,0.07
SA-R06715,06PL,Cement plaster internal,Plaster,m2,10433.44,23.5,86,0.1
SA-R06715,07CO,Lightweight concrete screed,Concrete,m3,6348.8,362.87,94,0.05
SA-R06715,08MA,Granite flooring,Marble,m2,5191.39,139.22,99,0.08
SA-R06715,09PA,Anti-mold paint,Paint,m2,7774.44,15.22,93,0.1
SA-R06715,10EA,Soil compaction,EarthWork,m3,5168.26,20.66,78,0.05
SA-R06716,01CE,Skirting,Ceramic,m2,4182.58,58.37,97,0.1
SA-R06716,02RE,Steel reinforcement 60ksi,Reinforcement,ton,2250.22,3442.2,87,0.07
SA-R06716,03WI,Curtain wall,Windows,m2,1982.94,697.54,78,0.05
SA-R06716,04CO,RC stairs,Concrete,m3,1530.6,411.74,82,0.05
SA-R06716,05BL,Hollow concrete blocks 20cm,Block,m2,2691.11,39.74,76,0.06
SA-R06716,06PL,Sanitary fitting,Plumbing,no,1476.08,101.48,75,0.05
SA-R06716,07EL,Switch socket,Electrical,no,1856.32,74.49,83,0.05
SA-R06716,08EA,Excavation for foundations,EarthWork,m3,2914.35,21.96,76,0.05
SA-R06716,09PL,Cement plaster external,Plaster,m2,1233.86,25.58,92,0.1
SA-R06717,01EA,Excavation for foundations,EarthWork,m3,1492.66,25.9,80,0.05
SA-R06717,02CO,RC slabs,Concrete,m3,566.08,448.73,89,0.05
SA-R06717,03EL,Passenger elevator 6 stop,Elevator,no,2574.34,251692.85,90,0.01
SA-R06717,04MA,Granite countertop,Marble,m2,557.24,181.93,99,0.08
SA-R06717,05BL,Hollow concrete blocks 15cm,Block,m2,583.01,44.7,94,0.06
SA-R06717,06RE,Steel reinforcement 40ksi,Reinforcement,ton,2190.62,3903.86,83,0.07
SA-R06717,07WA,Bitumen waterproofing,Waterproofing,m2,2459.82,55.74,75,0.08
SA-R06717,08FI,Fire extinguisher,FireFighting,no,1429.13,370.04,92,0.03
SA-R06718,01EL,Escalator,Elevator,no,475.96,200272.94,79,0.01
SA-R06718,02PL,Gypsum plaster,Plaster,m2,459.13,23.77,78,0.1
SA-R06718,03WA,Bitumen waterproofing,Waterproofing,m2,552.4,44.82,86,0.08
SA-R06718,04FI,Smoke detector,FireFighting,no,571.77,283.47,98,0.03
SA-R06718,05PA,Emulsion paint internal,Paint,m2,197.76,15.05,97,0.1
SA-R06718,06EA,Excavation for foundations,EarthWork,m3,176.03,18.7,90,0.05
SA-R06718,07DO,Sliding door,Doors,no,202.1,988.19,89,0.02
SA-R06718,08PL,Pump set,Plumbing,no,280.24,96.14,95,0.05
SA-R06718,09WI,Aluminum window fixed,Windows,m2,423.62,580.35,79,0.05
SA-R06718,10BL,Concrete bricks,Block,m2,500.46,32.43,83,0.06
SA-R06718,11RE,Tie wire,Reinforcement,ton,195.86,2974.12,88,0.07
SA-R06718,12CE,Ceramic tiles 40x40,Ceramic,m2,203.08,52.37,94,0.1
SA-R06719,01CO,RC shear walls,Concrete,m3,2875.19,396.79,79,0.05
SA-R06719,02WI,Glass partition,Windows,m2,8932.97,643.15,97,0.05
SA-R06719,03HV,Air handling unit,HVAC,no,8327.71,2117.7,77,0.03
SA-R06719,04BL,Hollow concrete blocks 20cm,Block,m2,5772.01,36.86,85,0.06
SA-R06719,05EL,Escalator,Elevator,no,1576.92,216184.63,82,0.01
SA-R06719,06EA,Soil compaction,EarthWork,m3,2060.81,21.96,81,0.05
SA-R06719,07PL,Cement plaster internal,Plaster,m2,4430.15,24.19,81,0.1
SA-R06719,08MA,Granite countertop,Marble,m2,6682.48,151.34,80,0.08
SA-R06720,01CE,Porcelain tiles 60x60,Ceramic,m2,7334.08,47.84,76,0.1
SA-R06720,02PA,Textured paint,Paint,m2,13548.1,12.75,89,0.1
SA-R06720,03EL,DB panel,Electrical,no,23005.02,61.17,78,0.05
SA-R06720,04CO,Plain concrete (PC),Concrete,m3,12448.56,341.78,81,0.05
SA-R06720,05EA,Backfilling,EarthWork,m3,20645.4,19.73,87,0.05
SA-R06720,06RE,Steel reinforcement 60ksi,Reinforcement,ton,17603.42,2797.03,86,0.07
SA-R06721,01CE,Mosaic tiles,Ceramic,m2,456.67,62.34,90,0.1
SA-R06721,02FI,Emergency light,FireFighting,no,1306.17,331.72,98,0.03
SA-R06721,03EL,Earthing system,Electrical,no,1392.63,78.37,88,0.05
SA-R06721,04PL,Cement plaster internal,Plaster,m2,447.13,26.68,84,0.1
SA-R06721,05WI,Curtain wall,Windows,m2,507.83,716.67,76,0.05
SA-R06722,01HV,Diffuser,HVAC,no,22066.35,1915.02,81,0.03
SA-R06722,02CE,Ceramic tiles 40x40,Ceramic,m2,19508.01,47.56,81,0.1
SA-R06722,03PA,Textured paint,Paint,m2,54891.72,14.22,83,0.1
SA-R06722,04CO,RC slabs,Concrete,m3,45459.38,349.22,91,0.05
SA-R06722,05MA,Granite flooring,Marble,m2,9037.11,138.55,96,0.08
SA-R06722,06EL,PVC conduit,Electrical,no,43125.47,66.13,99,0.05
SA-R06722,07WI,Aluminum window sliding,Windows,m2,45667.95,581.36,80,0.05
SA-R06722,08EA,Soil compaction,EarthWork,m3,37026.03,18.74,80,0.05
SA-R06722,09BL,Hollow concrete blocks 15cm,Block,m2,14208.17,33.39,94,0.06
SA-R06722,10PL,Gypsum plaster,Plaster,m2,9351.36,22.02,91,0.1
SA-R06723,01CE,Porcelain tiles 60x60,Ceramic,m2,19145.35,61.42,77,0.1
SA-R06723,02BL,Concrete bricks,Block,m2,16039.53,40.45,85,0.06
SA-R06723,03EL,Earthing system,Electrical,no,15084.18,77.39,97,0.05
SA-R06723,04WI,Curtain wall,Windows,m2,6584.07,687.49,98,0.05
SA-R06723,05RE,Steel reinforcement 60ksi,Reinforcement,ton,17637.83,3569.46,97,0.07
SA-R06723,06DO,UPVC door,Doors,no,16242.11,1188.95,93,0.02
SA-R06724,01DO,Wooden door,Doors,no,100.86,998.35,96,0.02
SA-R06724,02WA,Liquid membrane,Waterproofing,m2,140.16,43.73,85,0.08
SA-R06724,03RE,Steel reinforcement 60ksi,Reinforcement,ton,106.95,3322.8,97,0.07
SA-R06724,04MA,Granite countertop,Marble,m2,86.26,154.32,89,0.08
SA-R06724,05BL,Hollow concrete blocks 20cm,Block,m2,82.33,37.94,78,0.06
SA-R06724,06HV,Ductwork,HVAC,no,123.71,2026.07,86,0.03
SA-R06724,07CE,Ceramic tiles 40x40,Ceramic,m2,171.25,54.41,92,0.1
SA-R06724,08FI,Sprinkler head,FireFighting,no,50.92,294.05,95,0.03
SA-R06724,09PL,Copper pipe 15mm,Plumbing,no,126.08,98.34,94,0.05
SA-R06725,01WA,Liquid membrane,Waterproofing,m2,73184.61,41.26,99,0.08
SA-R06725,02CE,Ceramic tiles 40x40,Ceramic,m2,120629.94,49,90,0.1
SA-R06725,03PL,Cement plaster internal,Plaster,m2,46147.79,22.27,87,0.1
SA-R06725,04FI,Smoke detector,FireFighting,no,116091.21,273.78,80,0.03
SA-R06725,05DO,UPVC door,Doors,no,76046.15,913.24,81,0.02
SA-R06725,06HV,Split AC unit,HVAC,no,96738.62,1930.97,93,0.03
SA-R06726,01EA,Soil compaction,EarthWork,m3,440.99,25.23,75,0.05
SA-R06726,02WA,Bitumen waterproofing,Waterproofing,m2,273.04,56.27,82,0.08
SA-R06726,03CE,Mosaic tiles,Ceramic,m2,445.04,66.11,84,0.1
SA-R06726,04BL,AAC blocks,Block,m2,84.66,40.66,80,0.06
SA-R06726,05DO,Fire rated door,Doors,no,499.91,1299.98,99,0.02
SA-R06726,06CO,RC slabs,Concrete,m3,331.49,443.37,81,0.05
SA-R06727,01EA,Site grading,EarthWork,m3,443.27,24.89,97,0.05
SA-R06727,02MA,Marble cladding,Marble,m2,177.77,177.51,87,0.08
SA-R06727,03PA,Emulsion paint internal,Paint,m2,285.87,19.15,75,0.1
SA-R06727,04HV,Diffuser,HVAC,no,220.65,2427.12,77,0.03
SA-R06727,05CO,Plain concrete (PC),Concrete,m3,136.24,453.77,95,0.05
SA-R06728,01RE,Steel mesh,Reinforcement,ton,27245.85,3089.8,97,0.07
SA-R06728,02EA,Soil compaction,EarthWork,m3,35841.21,19.4,82,0.05
SA-R06728,03HV,Ductwork,HVAC,no,9596.02,2037.92,86,0.03
SA-R06728,04EL,Earthing system,Electrical,no,27649.63,70.28,93,0.05
SA-R06728,05PA,Anti-mold paint,Paint,m2,20727.49,15.53,76,0.1
SA-R06728,06CE,Wall tiles,Ceramic,m2,15514.44,54.71,92,0.1
SA-R06728,07PL,Cement plaster internal,Plaster,m2,26443.21,22.57,82,0.1
SA-R06728,08WI,Curtain wall,Windows,m2,18127.12,656.5,87,0.05
SA-R06728,09CO,RC beams,Concrete,m3,30494.8,356.16,88,0.05
SA-R06728,10BL,Hollow concrete blocks 15cm,Block,m2,15350.5,35.97,92,0.06
SA-R06728,11PL,Water tank GRP,Plumbing,no,19313.41,100.39,81,0.05
SA-R06729,01MA,Marble flooring,Marble,m2,7923.1,142.71,97,0.08
SA-R06729,02BL,AAC blocks,Block,m2,9257.28,34.76,77,0.06
SA-R06729,03EL,Freight elevator,Elevator,no,2452.61,194716.92,80,0.01
SA-R06729,04CO,RC stairs,Concrete,m3,12420.81,351.52,90,0.05
SA-R06729,05PL,Cement plaster internal,Plaster,m2,7797.39,23.26,93,0.1
SA-R06729,06PA,Anti-mold paint,Paint,m2,8334.68,14.59,90,0.1
SA-R06729,07WI,Curtain wall,Windows,m2,4490.59,627.14,98,0.05
SA-R06729,08RE,Steel reinforcement 40ksi,Reinforcement,ton,12697.41,3028.95,86,0.07
SA-R06729,09EA,Trench excavation,EarthWork,m3,8089.77,19.88,95,0.05
SA-R06730,01PL,PVC pipe 110mm,Plumbing,no,4050.35,120.79,82,0.05
SA-R06730,02PA,Textured paint,Paint,m2,1688.25,17.15,88,0.1
SA-R06730,03PL,Scratch coat,Plaster,m2,1693.78,28.23,85,0.1
SA-R06730,04DO,Sliding door,Doors,no,593.76,1215.26,82,0.02
SA-R06730,05EL,Passenger elevator 6 stop,Elevator,no,3860.28,252258.02,79,0.01
SA-R06730,06FI,Fire extinguisher,FireFighting,no,1323.95,359.12,85,0.03
SA-R06730,07EL,Light point,Electrical,no,821.94,80.99,89,0.05
SA-R06730,08BL,Hollow concrete blocks 20cm,Block,m2,885.19,42.15,77,0.06
SA-R06730,09WA,Bitumen waterproofing,Waterproofing,m2,567.32,57.47,79,0.08
SA-R06731,01FI,Sprinkler head,FireFighting,no,355.63,267.39,82,0.03
SA-R06731,02EL,Passenger elevator 6 stop,Elevator,no,318.8,180408.13,90,0.01
SA-R06731,03PL,Pump set,Plumbing,no,98.63,91.76,92,0.05
SA-R06731,04BL,Hollow concrete blocks 10cm,Block,m2,326.39,32.72,91,0.06
SA-R06731,05RE,Steel reinforcement 60ksi,Reinforcement,ton,279.44,2804.83,78,0.07
SA-R06731,06CO,RC columns,Concrete,m3,148.29,341.79,93,0.05
SA-R06732,01CE,Ceramic tiles 40x40,Ceramic,m2,3938.9,50.66,76,0.1
SA-R06732,02EA,Backfilling,EarthWork,m3,5280.46,20.18,92,0.05
SA-R06732,03HV,Split AC unit,HVAC,no,4395.03,2009.88,87,0.03
SA-R06732,04MA,Marble flooring,Marble,m2,8696.21,142.78,77,0.08
SA-R06732,05WI,Aluminum window sliding,Windows,m2,11144.05,586.69,79,0.05
SA-R06732,06EL,MCB,Electrical,no,8764.44,67.86,87,0.05
SA-R06732,07PL,Gypsum plaster,Plaster,m2,9202.51,22.66,91,0.1
SA-R06733,01PA,Oil paint external,Paint,m2,5677.93,17.06,92,0.1
SA-R06733,02WA,Liquid membrane,Waterproofing,m2,7159.54,50.1,97,0.08
SA-R06733,03PL,Water heater,Plumbing,no,6703.69,110.37,94,0.05
SA-R06733,04MA,Marble cladding,Marble,m2,1328.63,164.21,77,0.08
SA-R06733,05FI,Sprinkler head,FireFighting,no,6575.98,328.49,75,0.03
SA-R06734,01HV,Exhaust fan,HVAC,no,20411.84,2078,85,0.03
SA-R06734,02PL,Water heater,Plumbing,no,50598.33,100.16,80,0.05
SA-R06734,03CO,RC slabs,Concrete,m3,29994.18,372.13,89,0.05
SA-R06734,04EL,PVC conduit,Electrical,no,40373.65,70.38,90,0.05
SA-R06734,05BL,Hollow concrete blocks 15cm,Block,m2,55995.12,35.93,89,0.06
SA-R06734,06FI,Sprinkler head,FireFighting,no,50735.62,271.71,76,0.03
SA-R06734,07WA,Polymer waterproofing,Waterproofing,m2,47835.32,43.13,89,0.08
SA-R06734,08DO,UPVC door,Doors,no,15767.67,972.6,79,0.02
SA-R06734,09EA,Excavation for foundations,EarthWork,m3,19829.99,21.16,88,0.05
SA-R06734,10MA,Marble flooring,Marble,m2,34879.65,153.48,96,0.08
SA-R06734,11RE,Steel reinforcement 60ksi,Reinforcement,ton,50210.72,3154.99,89,0.07
SA-R06735,01HV,Air handling unit,HVAC,no,232.98,2212.71,82,0.03
SA-R06735,02FI,Fire extinguisher,FireFighting,no,187.73,317.46,86,0.03
SA-R06735,03BL,Hollow concrete blocks 15cm,Block,m2,209.33,36.47,80,0.06
SA-R06735,04WA,Water stop,Waterproofing,m2,79.12,48.01,98,0.08
SA-R06735,05PL,Gypsum plaster,Plaster,m2,235.54,24.91,86,0.1
SA-R06735,06EL,Freight elevator,Elevator,no,227.41,230240.43,96,0.01
SA-R06735,07CO,RC shear walls,Concrete,m3,117.11,363.31,84,0.05
SA-R06735,08PL,PVC pipe 50mm,Plumbing,no,62.49,111.52,81,0.05
SA-R06735,09PA,Textured paint,Paint,m2,424.61,16.51,87,0.1
SA-R06735,10WI,Glass partition,Windows,m2,323.57,628.32,80,0.05
SA-R06735,11RE,Steel reinforcement 60ksi,Reinforcement,ton,180.84,3348.68,87,0.07
SA-R06735,12CE,Porcelain tiles 60x60,Ceramic,m2,177.85,57.58,92,0.1
SA-R06736,01PL,Scratch coat,Plaster,m2,126.95,26.31,87,0.1
SA-R06736,02RE,Tie wire,Reinforcement,ton,277.13,3686.48,77,0.07
SA-R06736,03EL,PVC conduit,Electrical,no,173.38,77.35,89,0.05
SA-R06736,04WI,Aluminum window fixed,Windows,m2,111.09,691.85,89,0.05
SA-R06736,05CE,Porcelain tiles 60x60,Ceramic,m2,66.36,66.1,81,0.1
SA-R06737,01PL,Cement plaster external,Plaster,m2,3644.92,27.96,81,0.1
SA-R06737,02RE,Steel mesh,Reinforcement,ton,7351.27,3836.74,91,0.07
SA-R06737,03CE,Skirting,Ceramic,m2,7244.4,62.96,82,0.1
SA-R06737,04PA,Emulsion paint internal,Paint,m2,9843.53,17.87,92,0.1
SA-R06737,05PL,Pump set,Plumbing,no,9506.01,116.27,79,0.05
SA-R06737,06FI,Smoke detector,FireFighting,no,4012.17,326.12,85,0.03
SA-R06737,07HV,Exhaust fan,HVAC,no,13773.21,2346.37,75,0.03
SA-R06738,01CO,RC slabs,Concrete,m3,3867.77,426.1,87,0.05
SA-R06738,02BL,Hollow concrete blocks 10cm,Block,m2,3650.89,40.42,75,0.06
SA-R06738,03HV,Ducted AC,HVAC,no,4596.89,2393.83,84,0.03
SA-R06738,04EL,PVC conduit,Electrical,no,950.98,80.7,91,0.05
SA-R06738,05PL,Pump set,Plumbing,no,4463.23,120.05,86,0.05
SA-R06738,06DO,UPVC door,Doors,no,4825.59,1135.43,79,0.02
SA-R06738,07PL,Cement plaster internal,Plaster,m2,4341.22,26.93,83,0.1
SA-R06738,08FI,Fire extinguisher,FireFighting,no,4066.46,327.39,80,0.03
SA-R06739,01EL,Earthing system,Electrical,no,1193.51,83.74,79,0.05
SA-R06739,02HV,Exhaust fan,HVAC,no,649.95,2334.37,97,0.03
SA-R06739,03EA,Backfilling,EarthWork,m3,2280.9,23.72,98,0.05
SA-R06739,04CE,Wall tiles,Ceramic,m2,2588.31,63.05,85,0.1
SA-R06739,05MA,Granite flooring,Marble,m2,2834.51,171.33,78,0.08
SA-R06739,06WI,Aluminum window sliding,Windows,m2,1948.3,703.13,83,0.05
SA-R06739,07WA,Bitumen waterproofing,Waterproofing,m2,1579.29,55.27,76,0.08
SA-R06739,08PA,Textured paint,Paint,m2,905.71,17.55,81,0.1
SA-R06739,09PL,Cement plaster external,Plaster,m2,479.73,27.29,87,0.1
SA-R06739,10FI,Fire extinguisher,FireFighting,no,2718.31,307.06,91,0.03
SA-R06740,01EA,Backfilling,EarthWork,m3,21713.04,22.39,86,0.05
SA-R06740,02WA,Bitumen waterproofing,Waterproofing,m2,18895.64,49.13,95,0.08
SA-R06740,03PL,Pump set,Plumbing,no,7187.89,110.63,76,0.05
SA-R06740,04WI,Glass partition,Windows,m2,17204.52,642.34,78,0.05
SA-R06740,05DO,Wooden door,Doors,no,10433.45,1046.76,89,0.02
SA-R06740,06EL,Light point,Electrical,no,6515.12,75.01,88,0.05
SA-R06740,07HV,Air handling unit,HVAC,no,12487.82,2111.94,92,0.03
SA-R06740,08CO,RC shear walls,Concrete,m3,8740.08,381.94,88,0.05
SA-R06740,09MA,Granite countertop,Marble,m2,3530.24,156.97,93,0.08
SA-R06741,01DO,Sliding door,Doors,no,313.65,953.7,83,0.02
SA-R06741,02CO,RC shear walls,Concrete,m3,447.43,338.3,88,0.05
SA-R06741,03BL,Hollow concrete blocks 20cm,Block,m2,359.36,33.46,98,0.06
SA-R06741,04EL,Passenger elevator 10 stop,Elevator,no,788.83,188025.57,82,0.01
SA-R06741,05EA,Backfilling,EarthWork,m3,730.48,18.18,86,0.05
SA-R06741,06PL,Copper pipe 15mm,Plumbing,no,621.73,90.66,87,0.05
SA-R06741,07PL,Cement plaster internal,Plaster,m2,579.24,21.42,84,0.1
SA-R06741,08WI,Aluminum window fixed,Windows,m2,658.83,570.24,83,0.05
SA-R06741,09MA,Granite flooring,Marble,m2,496.2,136.59,93,0.08
SA-R06741,10FI,Sprinkler head,FireFighting,no,551.75,277.55,88,0.03
SA-R06742,01PL,Sanitary fitting,Plumbing,no,1405.78,94.59,78,0.05
SA-R06742,02CE,Porcelain tiles 60x60,Ceramic,m2,1052.2,56.67,93,0.1
SA-R06742,03PA,Textured paint,Paint,m2,1981.05,14.67,84,0.1
SA-R06742,04FI,Fire hose cabinet,FireFighting,no,3802.5,285.81,82,0.03
SA-R06742,05PL,Gypsum plaster,Plaster,m2,3552.27,23.98,97,0.1
SA-R06742,06WI,Aluminum window sliding,Windows,m2,1346.02,626.71,78,0.05
SA-R06743,01FI,Emergency light,FireFighting,no,838.62,340.14,78,0.03
SA-R06743,02EA,Trench excavation,EarthWork,m3,596.54,25.24,81,0.05
SA-R06743,03CO,RC columns,Concrete,m3,625.27,432.9,92,0.05
